Item Label;Description;alias;instance of;P1:string;P69:string;P44:wikibase-item;P33:quantity;P64:wikibase-item;P27:wikibase-item;P32:time;P49:wikibase-item;P50:wikibase-item;P52:wikibase-item;P56:wikibase-item;P55:wikibase-item;P59:wikibase-item;P57:wikibase-item;P65:wikibase-item;P58:wikibase-item;P60:wikibase-item;P54:wikibase-item;P53:wikibase-item;P51:string;P61:wikibase-itemPQ62-Cousin;P61:wikibase-itemPQ62-Grandchild;P61:wikibase-itemPQ62-Nephew;P61:wikibase-itemPQ62-Uncle;P61:wikibase-itemPQ62-Grandfather;P61:wikibase-itemPQ62-Grandmother;P61:wikibase-itemPQ62-Sibling-in-law;P61:wikibase-itemPQ62-Father-in-law;P61:wikibase-itemPQ62-Son-in-law;P66:string;P67:string;P28:wikibase-item;P6:wikibase-item;P5:wikibase-item;P43:wikibase-item;P19:wikibase-item;P18:wikibase-item;P17:wikibase-item;P12:wikibase-itemPQ13-Witness;P12:wikibase-itemPQ13-Notary;P12:wikibase-itemPQ13-Judge;P12:wikibase-itemPQ13-PartyA;P12:wikibase-itemPQ13-PartyB;P15:wikibase-item;P37:wikibase-item;P35:wikibase-item;P46:wikibase-item
Monín Gutiérriz;Monín Gutiérriz (P329 in AMSPO FSV);AMSPO-P329;Q16;AMSPO-P329;;;;;;;D44-Monín;D44-Gutiérriz;;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Nicolao Alfonso;Nicolao Alfonso (P63 in AMSPO FSV);AMSPO-P63;Q16;AMSPO-P63;;;;;;;D51-Nicolao;D51-Alfonso;D51-Clérigo;;;;D51P485;;;;;;;;;;;;;;;;;;D51;;;;;;;;;;;;;;;
Nicolao Durániz;Nicolao Durániz (P148 in AMSPO FSV);AMSPO-P148;Q16;AMSPO-P148;;;;;;;D7-Nicolao;D7-Durániz;;;D7-Faro;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Nicolao Fernándiz;Nicolao Fernándiz (P233 in AMSPO FSV);AMSPO-P233;Q16;AMSPO-P233;;;;;;;D111-Nicolás|D59-Nicolao|D106-Nicolás|D50-Nicolao|D72-Nicolás|D53-Nicolao|D128-Nicolás|D56-Nicolao|D41-Nicolás|D108-Nicolás|D95-Nicolás|D86-Nicolás|D70-Nicolás|D40-Nicolao|D94-Nicolás|D109-Nicolás|D42-Nicolao|D110-Nicolás|D107-Nicolás|D49-Nicolao|D116-Nicolás|D48-Nicolao|D126-Nicolás|D54-Nicolao|D112-Nicolás|D88-Nicolás|D55-Nicolao|D114-Nicolás;D41-Fernández|D126-Fernández|D111-Fernández|D109-Ferrándiz|D55-Fernández|D59-Fernándiz|D42-Ferrándiz|D54-Ferrándiz|D40-Ferrándiz|D86-Ferrándiz|D114-Ferrándiz|D50-Fernández|D108-Ferrándiz|D107-Ferrándiz|D49-Ferrándiz|D116-Ferrándiz|D94-Fernández|D88-Ferrándiz|D128-Fernández|D95-Ferrándiz|D56-Ferrándiz|D53-Ferrándiz|D112-Ferrándiz|D72-Ferrándiz|D70-Ferrándiz|D106-Ferrándiz|D48-Ferrándiz|D110-Ferrándiz;D55-Notario|D56-Notario|D59-Notario;;;;;D95-Notario póblico del rey en Oviedo|D42-Notario póblico del rey en Oviedo|D88-Notario póblico del rey en Oviedo|D128-Notario póblico del rey en Oviedo|D72-Notario póblico del rey en Oviedo|D114-Notario público del rey en Oviedo|D109-Notario póblico del rey en Oviedo|D108-Notario póblico del rey en Oviedo|D107-Notario póblico del rey en Oviedo|D116-Notario póblico del rey en Oviedo|D111-Notario público del rey en Oviedo|D53-Notario público del rey en Oviedo|D112-Notario póblico del rey en Oviedo|D41-Notario público del rey en Oviedo|D49-Notario póblico del rey en Oviedo|D48-Notario póblico del rey en Oviedo|D54-Notario póblico del rey en Oviedo|D94-Notario póblico del rey en Oviedo|D106-Notario póblico del rey en Oviedo|D86-Notario póblico del rey en Oviedo|D126-Notario póblico del rey en Oviedo|D70-Notario póblico del rey en Oviedo|D40-Notario póblico del rey en Oviedo|D50-Notario póblico del rey en Oviedo|D110-Notario público del rey en Oviedo;;;;;;;;;;;;;;;;;D106|D107|D108|D109|D110|D111|D112|D114|D116|D126|D128|D40|D41|D42|D48|D49|D50|D53|D54|D55|D56|D59|D70|D72|D86|D88|D94|D95;;;;;;;;;;;;;;;
Nicolao Fernándiz;Nicolao Fernándiz (P232 in AMSPO FSV);AMSPO-P232;Q16;AMSPO-P232;;;;;;;D7-Nicolao;D7-Fernándiz;D7-Escriván;;;;;;;;;;;;;;;;;;;;;;D7;;;;;;;;;;;;;;;
Nicolao Iohannis de Roçes de Pando;Nicolao Iohannis de Roçes de Pando (P360 in AMSPO FSV);AMSPO-P360;Q16;AMSPO-P360;;;;;;;D98-Nicolao;D98-Iohannis de Roçes de Pando;;;;;;;;;;;;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
Nicolao Martínez;Nicolao Martínez (P393 in AMSPO FSV);AMSPO-P393;Q16;AMSPO-P393;;;;;;;D65-Nicolao;D65-Martínez;D65-Omne;;;;;;;;D65PB2;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Nicolao Martíniz;Nicolao Martíniz (P392 in AMSPO FSV);AMSPO-P392;Q16;AMSPO-P392;;;;;;;D48-Nicolao;D48-Martíniz;D48-Çapatero;;;;;;;;;;;;;;;;;;;;;;D48;;;;;;;;;;;;;;;
Nicolao Martíniz de Villamnat;Nicolao Martíniz de Villamnat (P391 in AMSPO FSV);AMSPO-P391;Q16;AMSPO-P391;;;;;;;D34-Nicolao|D33-Nicolao;D33-Martíniz de Villamnat|D34-Martíniz de Villamnat;;;;;;;;;;;;;;;;;;;;;;;D33|D34;;;;;;;;;;;;;;;
Nicolao Pérez;Nicolao Pérez (P573 in AMSPO FSV);AMSPO-P573;Q16;AMSPO-P573;;;;;;;D39-Nicolao|D44-Nicolao|D91-Nicolás;D91-Pérez|D44-Pérez|D39-Pérez;D39-Oriz|D44-Oriz|D91-Oriz;;D91-Oviedo;;;;;;;;;;;;;;;;;;;;D39|D44|D91;;;;;;;;;;;;;;;
Nicolao Pérez;Nicolao Pérez (P575 in AMSPO FSV);AMSPO-P575;Q16;AMSPO-P575;;;;;;;D55-Nicolao;D55-Pérez;D55-Carniçero;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Nicolas Pérez;Nicolas Pérez (D11PB1 in AMSPO FSV);AMSPO-D11PB1;Q16;AMSPO-D11PB1;;;;;;;D11-Nicolas;D11-Pérez;D11-Pellitero;;;D11P432|D11P429;;;;;;;;;;;;;;;;;;;D11;;;;;;;;;;;;;;D11Death_1;
Nicolás Pérez;Nicolás Pérez (P574 in AMSPO FSV);AMSPO-P574;Q16;AMSPO-P574;;;;;;;D41-Nicolás;D41-Pérez;D41-Zapatero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Niçola Pérez;Niçola Pérez (P576 in AMSPO FSV);AMSPO-P576;Q16;AMSPO-P576;;;;;;;D68-Niçola;D68-Pérez;D68-Criado;;;;;;;;D68PB1;;;;;;;;;;;;;;D68;;;;;;;;;;;;;;;
Odo;Odo (P439 in AMSPO FSV);AMSPO-P439;Q16;AMSPO-P439;;;;;;;D1-Odo|D6-Oddo|D9-Oddo;;;;;;;D1-Obispo de Oviedo|D6-Obispo de Oviedo|D9-Obispo de Oviedo;;;;;;;;;;;;;;;;;D1|D6|D9;;;;;;;;;;;;;;;
Orraca Alffonso;Orraca Alffonso (P87 in AMSPO FSV);AMSPO-P87;Q16;AMSPO-P87;;;;;;;D43-Orraca;D43-Alffonso;;;D43-Berció;;D43P486;;D43P281;;;;;;;;;D43P625;D43P92;;;;;;D43;;;;;;;;;;;;;;;
Orraca Ferrández;Orraca Ferrández (P256 in AMSPO FSV);AMSPO-P256;Q16;AMSPO-P256;;;;;;;D114-Orraca|D107-Orraca|D120-Orraca|D126-Orraca;D120-Ferrándiz|D107-Ferrándiz|D114-Ferrándiz|D126-Ferrández;;;;D114P697|D120P697|D107P697|D126P697;;;;;;;;;;;;;;;;;;;D107|D114|D120|D126;;;;;;;;;;;;;;D114Death_1;
Orraca Ferrándiz;Orraca Ferrándiz (P257 in AMSPO FSV);AMSPO-P257;Q16;AMSPO-P257;;;;;;;D72-Orraca|D29-Orraca|D23-Orraca|D26-Orraca|D40-Orraca|D22-Orraca|D42-Orraca|D55-Orraca;D55-Ferrándiz|D42-Ferrándiz|D40-Ferrándiz|D22-Fernándiz|D29-Fernándiz|D26-Fernándiz|D72-Ferrándiz|D23-Fernándiz;;D29P729|D72P729|D23P729|D42P729|D22P729|D40P729|D55P729|D26P729;D26-Borondes|D29-Borondes;;;;;;;;;;;;;;;;;;;;D22|D23|D26|D29|D40|D42|D55|D72;;;;;;;;;;;;;;;
Orraca Pérez;Orraca Pérez (P607 in AMSPO FSV);AMSPO-P607;Q16;AMSPO-P607;;;;;;;D41-Urraca|D8-Orraca|D12-Orraca|D13-Orraca|D7-Orraca|D62-Orraca;D13-Pérez|D8-Pérez|D41-Pérez|D12-Pérez|D62-Pérez|D7-Pérez;;D62P81;D41-Piñera;D41P508|D8P508|D13P508|D7P508;;;;D8P600|D7P600|D12P600;;;;;;;;;;;;;;;D12|D13|D41|D62|D7|D8;;;;;;;;;;;;;;D7Death_2|D8Death_2|D12Death_1;
Orraca Sánchiz;Orraca Sánchiz (P672 in AMSPO FSV);AMSPO-P672;Q16;AMSPO-P672;;;;;;;D10-Orraca;D10-Sánchiz;;D10P336;;;;;;;;;;;;;;;;;;;;;D10;;;;;;;;;;;;;;;
Pascual Juanes;Pascual Juanes (P361 in AMSPO FSV);AMSPO-P361;Q16;AMSPO-P361;;;;;;;D41-Pascual;D41-Juanes;D41-Luquetero;;;;;;;;;;;;;;;;;;;;;;D41;;;;;;;;;;;;;;;
Pasqual Pérez;Pasqual Pérez (P577 in AMSPO FSV);AMSPO-P577;Q16;AMSPO-P577;;;;;;;D25-Pasqual;D25-Pérez;D25-Carnicero;;;;;;;;;;;;;;;;;;;;;;D25;;;;;;;;;;;;;;;
Pedro Ferrándiz;Pedro Ferrándiz (P244 in AMSPO FSV);AMSPO-P244;Q16;AMSPO-P244;;;;;;;D120-Pedro;D120-Ferrándiz;;;;;D120PB1;;;;;;;;;;;;;;;;;;D120;;;;;;;;;;;;;;;
Pedro González;Pedro González (P314 in AMSPO FSV);AMSPO-P314;Q16;AMSPO-P314;;;;;;;D14-Pedro;D14-González;;D14P658;D14-Borondes;;;;;;;;;;;;;;;;;;;;D14;;;;;;;;;;;;;;;
Pedro Iohan;Pedro Iohan (P344 in AMSPO FSV);AMSPO-P344;Q16;AMSPO-P344;;;;;;;D39-Pedro;D39-Iohan;D39-Clérigo;;;D39P532;;;;;;;;;;;;;;;;;;;D39;;;;;;;;;;;;;;D39Death_2;
Pedro Martínez;Pedro Martínez (P402 in AMSPO FSV);AMSPO-P402;Q16;AMSPO-P402;;;;;;;D15-Pedro;D15-Martínez;D15-Mercador;;D15-SantaClara;;;;;;;;;;;;;;;;;;;;D15;;;;;;;;;;;;;;;
Pedro Martíniz;Pedro Martíniz (D22PB1 in AMSPO FSV);AMSPO-D22PB1;Q16;AMSPO-D22PB1;;;;;;;D22-Pedro;D22-Martíniz;;;;D22P551;;;;;;;;;;;;;;;;;;;D22;;;;;;;;;;;;;;;
Pedro Menén;Pedro Menén (P413 in AMSPO FSV);AMSPO-P413;Q16;AMSPO-P413;;;;;;;D123-Pedro;D123-Menén;D123-Alfayate;;;D123P725;;;;;;;;;;;;;;;;;;;D123;;;;;;;;;;;;;;;
Pedro Pérez;Pedro Pérez (P586 in AMSPO FSV);AMSPO-P586;Q16;AMSPO-P586;;;;;;;D70-Pedro;D70-Pérez;D70-Palonbero;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Pedro Sanctiago;Pedro Sanctiago (D46PB2 in AMSPO FSV);AMSPO-D46PB2;Q16;AMSPO-D46PB2;;;;;;;D46-Pedro;D46-Sanctiago;;;;;;;;;;;;;;;;;;;;;;;D46;;;;;;;;;;;;;;;
Peley Gonçáliz;Peley Gonçáliz (P315 in AMSPO FSV);AMSPO-P315;Q16;AMSPO-P315;;;;;;;D117-Peley;D117-Gonçáliz;;;;;;;;;;;;;;;;;;;;;;;D117;;;;;;;;;;;;;;;
Peley Pérez de Viedes;Peley Pérez de Viedes (P590 in AMSPO FSV);AMSPO-P590;Q16;AMSPO-P590;;;;;;;D86-Peley;D86-Pérez de Viedes;;;;;;;;;;;;;;;;;;;;;;;D86;;;;;;;;;;;;;;;
Per Alffonso;Per Alffonso (P64 in AMSPO FSV);AMSPO-P64;Q16;AMSPO-P64;;;;;;;D31-Pero|D54-Pero|D62-Pero|D87-Pero|D45-Pero|D30-Pero|D15-Pero|D76-Pero|D34-Pero|D32-Pedro|D33-Per;D15-Alffonso|D54-Alffonso|D87-Alffonso|D31-Alfonso|D33-Alfonso|D30-Alfonso|D32-Alfonso|D45-Alffonso|D76-Alfonso|D34-Alfonso|D62-Alfonso;;;D87-Borondes_Arriba|D45-Borondes_Abajo|D31-Borondes|D32-Borondes|D30-Borondes;;D30P737|D31P737;;D30P216|D31P216;D62P81|D87P81|D31P81|D54P81|D34P81|D32P81|D45P81|D33P81;;;;D34P564|D31P564|D32P154|D32P564;;;;;;;;;;;D15|D30|D31|D32|D33|D34|D45|D54|D62|D76|D87;;;;;;;;;;;;;;;
Per Alffonso;Per Alffonso (P73 in AMSPO FSV);AMSPO-P73;Q16;AMSPO-P73;;;;;;;D92-Pero|D93-Pero|D91-Per|D90-Pero;D92-Alffonso|D93-Alfonso|D90-Alffonso|D91-Alffonso;D93-Escrivano|D91-Escrivano|D92-Escrivano|D90-Escrivano;;;;;;;;;;;;;;;;;;;;;;D90|D91|D92|D93;;;;;;;;;;;;;;;
Per Anes;Per Anes (P119 in AMSPO FSV);AMSPO-P119;Q16;AMSPO-P119;;;;;;;D70-Per;D70-Anes;;;;;;;;;;;;;;;;;;;;;;;D70;;;;;;;;;;;;;;;
Per Álvariz de Fueyo;Per Álvariz de Fueyo (P114 in AMSPO FSV);AMSPO-P114;Q16;AMSPO-P114;;;;;;;D107-Per|D128-Pero;D107-Álvariz de Fueyo|D128-Álvarez de Fuegio;D107-Monge del monasterio de San Viçenti de Oviedo|D128-Monge del Monesterio de San Vicenti de Oviedo;;;;;;;;;D107-Oviedo;;;;;;;;;;;;;D107|D128;;;;;;;;;;;;;;;
Pero;Pero (D27PB2 in AMSPO FSV);AMSPO-D27PB2;Q16;AMSPO-D27PB2;;;;;;;D27-Pero;;;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Pero Alffonso;Pero Alffonso (P65 in AMSPO FSV);AMSPO-P65;Q16;AMSPO-P65;;;;;;;D42-Pero|D41-Pedro;D41-Alfonso|D42-Alffonso;;;D42-Borondes;;;;;;;;;;;;;;;;;;;;D41|D42;;;;;;;;;;;;;;;
Pero Alffonso;Pero Alffonso (P69 in AMSPO FSV);AMSPO-P69;Q16;AMSPO-P69;;;;;;;D14-Pero|D8-Pero;D14-Alfonso|D8-Alffonso;D8-Oriz|D14-Alfayate;;;;;;;;;;;;;;;;;;;;;;D14|D8;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P68 in AMSPO FSV);AMSPO-P68;Q16;AMSPO-P68;;;;;;;D62-Pero;D62-Alfonso;D62-Cuchillero;;;;;;;;;;;;;;;;;;;;;;D62;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P66 in AMSPO FSV);AMSPO-P66;Q16;AMSPO-P66;;;;;;;D124-Pero|D114-Pero|D120-Pero;D120-Alfonso|D114-Alfonso|D124-Alfonso;;;;D124P75;;;;;;;;;;;;;;;;;;;D114|D120|D124;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P71 in AMSPO FSV);AMSPO-P71;Q16;AMSPO-P71;;;;;;;D100-Pero;D100-Alfonso;D100-Ferrador;;;;;;;;;;;;;;;;;;;;;;D100;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P77 in AMSPO FSV);AMSPO-P77;Q16;AMSPO-P77;;;;;;;D16-Pero;D16-Alfonso;;;D16-Cortina;;;;;;;;;;;;;;;;;;;;D16;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P67 in AMSPO FSV);AMSPO-P67;Q16;AMSPO-P67;;;;;;;D112-Pero;D112-Alfonso;D112-Alfayate;;;;;;;;;;;;;;;;;;;;;;D112;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P70 in AMSPO FSV);AMSPO-P70;Q16;AMSPO-P70;;;;;;;D43-Pero;D43-Alfonso;D43-Çapatero;;;;;;;;;;;;;;;;;;;;;;D43;;;;;;;;;;;;;;;
Pero Alfonso;Pero Alfonso (P72 in AMSPO FSV);AMSPO-P72;Q16;AMSPO-P72;;;;;;;D101-Pero;D101-Alfonso;D101-Requero;;;;;;;;;;;;;;;;;;;;;;D101;;;;;;;;;;;;;;;
Pero Alfonso de Borondes;Pero Alfonso de Borondes (P75 in AMSPO FSV);AMSPO-P75;Q16;AMSPO-P75;;;;;;;D124-Pero;D124-Alfonso de Borondes;;;;;D124P66;;;;;;;;;;;;;;;;;;D124;;;;;;;;;;;;;;;
Pero Alfonso de Ondes;Pero Alfonso de Ondes (P74 in AMSPO FSV);AMSPO-P74;Q16;AMSPO-P74;;;;;;;D49-Pedro|D50-Pero;D50-Alfonso de Ondes|D49-Alffonso;;;D49-Ondes;;D49PB1;;;;;;;;;;;;;;;;;;D49|D50;;;;;;;;;;;;;;;
Pero Alfonso del Penso;Pero Alfonso del Penso (P76 in AMSPO FSV);AMSPO-P76;Q16;AMSPO-P76;;;;;;;D31-Pero|D32-Pero;D31-Alfonso del Pienso|D32-Alfonso del Penso;;;;;;;;;;;;;;;;;;;;;;;D31|D32;;;;;;;;;;;;;;;
Pero Bono;Pero Bono (P124 in AMSPO FSV);AMSPO-P124;Q16;AMSPO-P124;;;;;;;D39-Pero|D28-Pero;D39-Bono|D28-Bono;D39-Correero;;;;;;;;;;;;;;;;;;;;;;D28|D39;;;;;;;;;;;;;;;
Pero Cabeça;Pero Cabeça (P125 in AMSPO FSV);AMSPO-P125;Q16;AMSPO-P125;;;;;;;D78-Pero;D78-Cabeça;;;;;;;;;;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Pero Canno;Pero Canno (P127 in AMSPO FSV);AMSPO-P127;Q16;AMSPO-P127;;;;;;;D81-Pero;D81-Canno;;;;;;;;;;;;;;;;;;;;;;;D81;;;;;;;;;;;;;;;
Pero Carrión;Pero Carrión (P128 in AMSPO FSV);AMSPO-P128;Q16;AMSPO-P128;;;;;;;D98-Pero;D98-Carrión;;;;;;;;;;;;;;;;;;;;;;;D98;;;;;;;;;;;;;;;
Pero Díaz;Pero Díaz (P139 in AMSPO FSV);AMSPO-P139;Q16;AMSPO-P139;;;;;;;D103-Pero;D103-Díaz;D103-Mercador;;;;;;;;;;;;;;;;;;;;;;D103;;;;;;;;;;;;;;;
Pero Díaz;Pero Díaz (D93PB3 in AMSPO FSV);AMSPO-D93PB3;Q16;AMSPO-D93PB3;;;;;;;D93-Pero;D93-Díaz;;;;;;;;;;;;;;;;;;;;;;;D93;;;;;;;;;;;;;;;
Pero Díaz;Pero Díaz (P138 in AMSPO FSV);AMSPO-P138;Q16;AMSPO-P138;;;;;;;D81-Pero|D98-Pero;D98-Díaz|D81-Díaz de la Puerta;;;;;;;;;;;;;;;;;;;;;;;D81|D98;;;;;;;;;;;;;;;
Pero Díaz de Vega;Pero Díaz de Vega (P137 in AMSPO FSV);AMSPO-P137;Q16;AMSPO-P137;;;;;;;D79-Pero|D26-Pero;D26-Díaz de Vega|D79-Díaz de Vega;;;;;;;;;;;;;;;;;;;;;;;D26|D79;;;;;;;;;;;;;;;
Pero Fernández;Pero Fernández (P239 in AMSPO FSV);AMSPO-P239;Q16;AMSPO-P239;;;;;;;D128-Pero;D128-Fernández;D128-Portero del Monesterio de San Vicenti;;;;;;;;;D128-Oviedo;;;;;;;;;;;;;D128;;;;;;;;;;;;;;;
Pero Fernándiz;Pero Fernándiz (P237 in AMSPO FSV);AMSPO-P237;Q16;AMSPO-P237;;;;;;;D4-Pero|D3-Pero;D4-Fernándiz|D3-Fernándiz;;;;;;D3-Notario póblico del rey enna pobla de Grado|D4-Notario público del rey enna puebla de Grado;;;;;;;;;;;;;;;;;D3|D4;;;;;;;;;;;;;;;
Pero Fernándiz;Pero Fernándiz (P238 in AMSPO FSV);AMSPO-P238;Q16;AMSPO-P238;;;;;;;D12-Pero;D12-Fernándiz;D12-Monge del Monasterio de San Viçenti;;;;;;;;;;;;;;;;;;;;;;D12;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P234 in AMSPO FSV);AMSPO-P234;Q16;AMSPO-P234;;;;;;;D26-Pedro|D28-Pero|D70-Pero|D2-Pero|D15-Pero|D75-Pero|D42-Pero;D42-Ferrándiz|D2-Fernándiz;;;;;;;;;;;D26-Pedro Sardina|D2-Pero Sardina|D15-Pero Sardina|D28-Pero Sardina|D42-Pero Sardina|D75-Sardina de la Pobla|D70-Pero Sardina;;;;;;;;;;;;D15|D2|D26|D28|D42|D70|D75;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P241 in AMSPO FSV);AMSPO-P241;Q16;AMSPO-P241;;;;;;;D54-Pero;D54-Ferrándiz;D54-Omne;;;;;;;;D54PB1;;;;;;;;;;;;;;D54;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P242 in AMSPO FSV);AMSPO-P242;Q16;AMSPO-P242;;;;;;;D78-Pero;D78-Ferrándiz;D78-Criado;;;;;;;;D78PB1;;;;;;;;;;;;;;D78;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P236 in AMSPO FSV);AMSPO-P236;Q16;AMSPO-P236;;;;;;;D47-Pero;D47-Ferrándiz;D47-Canónigo;;;D47P163;;;;;;;;;;;;;;;;;;;D47;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (D72PB1 in AMSPO FSV);AMSPO-D72PB1;Q16;AMSPO-D72PB1;;;;;;;D72-Pero;D72-Ferrándiz;D72-Criado del abbat de San Vizenti;;;;;;;;;;;;;;;;;;;;;;D72;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P240 in AMSPO FSV);AMSPO-P240;Q16;AMSPO-P240;;;;;;;D47-Pero|D81-Pero;D47-Ferrándiz|D81-Ferrándiz;D47-Carniçero|D81-Carniçero;;;D81P163;;;;;;;;;;;;;;;;;;;D47|D81;;;;;;;;;;;;;;;
Pero Ferrándiz;Pero Ferrándiz (P243 in AMSPO FSV);AMSPO-P243;Q16;AMSPO-P243;;;;;;;D77-Pero;D77-Ferrándiz;;;;;;;;;;;D77-Pero de Vallo;;;;;;;;;;;;D77;;;;;;;;;;;;;;;
Pero Ferrándiz de Borondes;Pero Ferrándiz de Borondes (P245 in AMSPO FSV);AMSPO-P245;Q16;AMSPO-P245;;;;;;;D121-Pero;D121-Ferrándiz de Borondes;;;;;;;;;;;;;;;;;;;;;;;D121;;;;;;;;;;;;;;;
Pero Ferrándiz de Castannedo;Pero Ferrándiz de Castannedo (P246 in AMSPO FSV);AMSPO-P246;Q16;AMSPO-P246;;;;;;;D122-Pero;D122-Ferrándiz de Castannedo;D122-Clérigo;;;;;;;;;;;;;;;;;;;;;;D122;;;;;;;;;;;;;;;
Pero Ferrándiz de Neranco;Pero Ferrándiz de Neranco (P235 in AMSPO FSV);AMSPO-P235;Q16;AMSPO-P235;;;;;;;D38-Pero;D38-Ferrándiz de Neranco;;;;;;;;;;;;;;;;;;;;;;;D38;;;;;;;;;;;;;;;
Pero Garçía;Pero Garçía (P284 in AMSPO FSV);AMSPO-P284;Q16;AMSPO-P284;;;;;;;D105-Pero;D105-Garçía;;;;;;;;;;;;;;;;;;;;;;;D105;;;;;;;;;;;;;;;
Pero Garçía;Pero Garçía (D56PB2 in AMSPO FSV);AMSPO-D56PB2;Q16;AMSPO-D56PB2;;;;;;;D56-Pero;D56-Garçía;;;;;;;;D56PB1|D56P525;;;;;;;D56P537;;;;;;;;D56;;;;;;;;;;;;;;;
Pero Gutiérriz;Pero Gutiérriz (P331 in AMSPO FSV);AMSPO-P331;Q16;AMSPO-P331;;;;;;;D12-Pero;D12-Gutiérriz;;;;;D12P35;;D12P721;;;;;;;;D12P684;;;;;;;;D12;;;;;;;;;;;;;;;
Pero Gutiérriz;Pero Gutiérriz (P332 in AMSPO FSV);AMSPO-P332;Q16;AMSPO-P332;;;;;;;D44-Pero;D44-Gutiérriz;;;;;;;;;;;;;;;;;;;;;;;D44;;;;;;;;;;;;;;;
Pero Iohan;Pero Iohan (P346 in AMSPO FSV);AMSPO-P346;Q16;AMSPO-P346;;;;;;;D52-Pero|D22-Pero|D63-Pero;D63-Iohan|D52-Iohan|D22-Iohan;D22-Alffayate|D63-Alffayate|D52-Alfayate;;;D52P499;;;;;;;;;;;;;;;;;;;D22|D52|D63;;;;;;;;;;;;;;;
Pero Iohan;Pero Iohan (D65PB3 in AMSPO FSV);AMSPO-D65PB3;Q16;AMSPO-D65PB3;;;;;;;D65-Pero;D65-Iohan;D65-Mercador;;;;;;;;;;;;;;;;;;;;;;D65;;;;;;;;;;;;;;;
Pero Iohan;Pero Iohan (P343 in AMSPO FSV);AMSPO-P343;Q16;AMSPO-P343;;;;;;;D27-Pero;D27-Iohan;;;;;;;;;;;;;;;;;;;;;;;D27;;;;;;;;;;;;;;;
Pero Iohan;Pero Iohan (P345 in AMSPO FSV);AMSPO-P345;Q16;AMSPO-P345;;;;;;;D9-Pero;D9-Iohan;D9-Fornero;;;;;;;;;;;;;;;;;;;;;;D9;;;;;;;;;;;;;;;
Pero Iohánnez de La Vega;Pero Iohánnez de La Vega (D37PB3 in AMSPO FSV);AMSPO-D37PB3;Q16;AMSPO-D37PB3;;;;;;;D37-Pero;D37-Iohánnez de La Vega;;;;D37P509;;;;;;;;;;;;;;;;;;;D37;;;;;;;;;;;;;;;
Pero Iohánniz;Pero Iohánniz (P362 in AMSPO FSV);AMSPO-P362;Q16;AMSPO-P362;;;;;;;D41-Pedro|D80-Pero|D54-Pero|D27-Pero|D106-Pero|D112-Pero;D80-Iohannes|D112-Iohannes|D106-Iohannes|D27-Iohánniz|D41-Juanes|D54-Iohánniz;;D27P560;;D41P607|D106P512|D27P584|D112P512|D80P512;;;;;;;;;;;;;;;;;;;D106|D112|D27|D41|D54|D80;;;;;;;;;;;;;;D112Death_1|D27Death_1;
Pero Iohánniz;Pero Iohánniz (P363 in AMSPO FSV);AMSPO-P363;Q16;AMSPO-P363;;;;;;;D87-Pero;D87-Iohánniz;;;;;;;;;;;;;;;;;;;;;;;D87;;;;;;;;;;;;;;;
Pero Martínez de Tene;Pero Martínez de Tene (P400 in AMSPO FSV);AMSPO-P400;Q16;AMSPO-P400;;;;;;;D55-Pero;D55-Martínez de Tene;;;;;;;;;;;;;;;;;;;;;;;D55;;;;;;;;;;;;;;;
Pero Martíniz;Pero Martíniz (P394 in AMSPO FSV);AMSPO-P394;Q16;AMSPO-P394;;;;;;;D74-Pero|D63-Pero|D56-Pero|D53-Pero|D51-Pero|D114-Pero|D30-Pero|D28-Pero|D15-Pedro;D74-Martíniz|D30-Martíniz|D15-Martínez|D51-Martíniz|D63-Martíniz|D28-Martíniz|D53-Martíniz|D114-Martíniz|D56-Martíniz;;D56P455|D74P455;;D56P581;;;;;;;;;D74P224|D74P563|D56P525;;;;;;;;;;D114|D15|D28|D30|D51|D53|D56|D63|D74;;;;;;;;;;;;;;;
